         274
  118      7      8     15     16   -0.2247276795E+00   
  119      8      9     16     17   -0.1955946066E+00   
  120      9     10     17     18   -0.1914886683E+00   
  121     10     11     18     19   -0.1881509600E+00   
  122     11     12     19     20   -0.1828073779E+00   
  123     12     13     20     21   -0.1728041216E+00   
  124     13     14     21     22   -0.2033618801E+00   
  125     14     15     22     23   -0.2005787982E+00   
  126     15     16     23     24   -0.1765084556E+00   
  127      1      2     10     11   -0.1007344505E+00   
  128      2      3     11     12   -0.7744998285E-01   
  129      3      4     12     13   -0.1062851096E+00   
  130      4      5     13     14   -0.2090902451E+00   
  131      5      6     14     15   -0.2409130106E+00   
  132      6      7     15     16   -0.1651449908E+00   
  133      7      8     16     17   -0.1434598803E+00   
  134      8      9     17     18   -0.1396984056E+00   
  135      9     10     18     19   -0.1362998572E+00   
  136     10     11     19     20   -0.1329961841E+00   
  137     11     12     20     21   -0.1294456765E+00   
  138     12     13     21     22   -0.1670125291E+00   
  139     13     14     22     23   -0.2010825582E+00   
  140     14     15     23     24   -0.1573266623E+00   
  141      1      4      2      3    0.6412836617E+02   
  142      2      5      3      4    0.5875106638E+02   
  143      3      6      4      5    0.6633666751E+02   
  144      4      7      5      6    0.7056012753E+02   
  145      5      8      6      7    0.7484903714E+02   
  146      6      9      7      8    0.7725517886E+02   
  147      7     10      8      9    0.7785839524E+02   
  148      8     11      9     10    0.7910823574E+02   
  149      9     12     10     11    0.7749509997E+02   
  150     10     13     11     12    0.7834494062E+02   
  151     11     14     12     13    0.7553218891E+02   
  152     12     15     13     14    0.7163788948E+02   
  153     13     16     14     15    0.6763475572E+02   
  154     14     17     15     16    0.6027837037E+02   
  155     15     18     16     17    0.5973970327E+02   
  156     16     19     17     18    0.5711913588E+02   
  157     17     20     18     19    0.5825586375E+02   
  158     18     21     19     20    0.5666509012E+02   
  159     19     22     20     21    0.6116851423E+02   
  160     20     23     21     22    0.6650299078E+02   
  161     21     24     22     23    0.7383070371E+02   
  162      1      7      3      5    0.2494836533E+02   
  163      2      8      4      6    0.2849266332E+02   
  164      3      9      5      7    0.3057236664E+02   
  165      4     10      6      8    0.3174994247E+02   
  166      5     11      7      9    0.3464654019E+02   
  167      6     12      8     10    0.3699681500E+02   
  168      7     13      9     11    0.3753128271E+02   
  169      8     14     10     12    0.3630945328E+02   
  170      9     15     11     13    0.3395645647E+02   
  171     10     16     12     14    0.3272324750E+02   
  172     11     17     13     15    0.3067309653E+02   
  173     12     18     14     16    0.2684198124E+02   
  174     13     19     15     17    0.2272741912E+02   
  175     14     20     16     18    0.2079756116E+02   
  176     15     21     17     19    0.2018801432E+02   
  177     16     22     18     20    0.2099578776E+02   
  178     17     23     19     21    0.2294697972E+02   
  179     18     24     20     22    0.2733164751E+02   
  180      1     10      4      7    0.1920065189E+02   
  181      2     11      5      8    0.1995387722E+02   
  182      3     12      6      9    0.1962838614E+02   
  183      4     13      7     10    0.1956462052E+02   
  184      5     14      8     11    0.2020873114E+02   
  185      6     15      9     12    0.2079912316E+02   
  186      7     16     10     13    0.2143132321E+02   
  187      8     17     11     14    0.2181421069E+02   
  188      9     18     12     15    0.2101778670E+02   
  189     10     19     13     16    0.1906637466E+02   
  190     11     20     14     17    0.1661980883E+02   
  191     12     21     15     18    0.1478835329E+02   
  192     13     22     16     19    0.1463453455E+02   
  193     14     23     17     20    0.1459658141E+02   
  194     15     24     18     21    0.1484494223E+02   
  195      1      3      5      7   -0.5877443697E+01   
  196      2      4      6      8   -0.7664630850E+01   
  197      3      5      7      9   -0.1118771766E+02   
  198      4      6      8     10   -0.1382824032E+02   
  199      5      7      9     11   -0.1435504256E+02   
  200      6      8     10     12   -0.1394206336E+02   
  201      7      9     11     13   -0.1384870254E+02   
  202      8     10     12     14   -0.1400183448E+02   
  203      9     11     13     15   -0.1375685712E+02   
  204     10     12     14     16   -0.1204821748E+02   
  205     11     13     15     17   -0.9096977095E+01   
  206     12     14     16     18   -0.7410054216E+01   
  207     13     15     17     19   -0.6437394959E+01   
  208     14     16     18     20   -0.6197413984E+01   
  209     15     17     19     21   -0.6203871089E+01   
  210     16     18     20     22   -0.5935121476E+01   
  211     17     19     21     23   -0.6287835443E+01   
  212     18     20     22     24   -0.7424417775E+01   
  213      1      3      7      9   -0.1180826745E+01   
  214      2      4      8     10   -0.1515439116E+01   
  215      3      5      9     11   -0.2539276661E+01   
  216      4      6     10     12   -0.3557429965E+01   
  217      5      7     11     13   -0.3894715091E+01   
  218      6      8     12     14   -0.3865564997E+01   
  219      7      9     13     15   -0.3614885939E+01   
  220      8     10     14     16   -0.2902666077E+01   
  221      9     11     15     17   -0.2152248242E+01   
  222     10     12     16     18   -0.1894557971E+01   
  223     11     13     17     19   -0.1781650558E+01   
  224     12     14     18     20   -0.1605095490E+01   
  225     13     15     19     21   -0.1283556431E+01   
  226     14     16     20     22   -0.1133736864E+01   
  227     15     17     21     23   -0.1371256894E+01   
  228     16     18     22     24   -0.1687505396E+01   
  229      1      3      9     11   -0.5001645053E+00   
  230      2      4     10     12   -0.5658925907E+00   
  231      3      5     11     13   -0.9868389493E+00   
  232      4      6     12     14   -0.1507697898E+01   
  233      5      7     13     15   -0.1583615548E+01   
  234      6      8     14     16   -0.1213951920E+01   
  235      7      9     15     17   -0.8909544123E+00   
  236      8     10     16     18   -0.8098024632E+00   
  237      9     11     17     19   -0.7927211065E+00   
  238     10     12     18     20   -0.7739065103E+00   
  239     11     13     19     21   -0.7398511703E+00   
  240     12     14     20     22   -0.7644176870E+00   
  241     13     15     21     23   -0.8165779279E+00   
  242     14     16     22     24   -0.7702632908E+00   
  243      1      3     11     13   -0.2813759311E+00   
  244      2      4     12     14   -0.2884662440E+00   
  245      3      5     13     15   -0.4577065896E+00   
  246      4      6     14     16   -0.5503081057E+00   
  247      5      7     15     17   -0.4801355519E+00   
  248      6      8     16     18   -0.4454521205E+00   
  249      7      9     17     19   -0.4303587391E+00   
  250      8     10     18     20   -0.4164246004E+00   
  251      9     11     19     21   -0.4055575406E+00   
  252     10     12     20     22   -0.4585751222E+00   
  253     11     13     21     23   -0.6009308682E+00   
  254     12     14     22     24   -0.6710444864E+00   
  255      1      5      9     13   -0.4307656047E+01   
  256      2      6     10     14   -0.5919486698E+01   
  257      3      7     11     15   -0.6922876178E+01   
  258      4      8     12     16   -0.7137522920E+01   
  259      5      9     13     17   -0.6569591452E+01   
  260      6     10     14     18   -0.5371872580E+01   
  261      7     11     15     19   -0.4266282500E+01   
  262      8     12     16     20   -0.3894691545E+01   
  263      9     13     17     21   -0.3719780375E+01   
  264     10     14     18     22   -0.3601994809E+01   
  265     11     15     19     23   -0.3440916398E+01   
  266     12     16     20     24   -0.3339462328E+01   
  267      1      5     13     17   -0.8334973845E+00   
  268      2      6     14     18   -0.9488958561E+00   
  269      3      7     15     19   -0.9849557027E+00   
  270      4      8     16     20   -0.1074866151E+01   
  271      5      9     17     21   -0.1111039094E+01   
  272      6     10     18     22   -0.1150199370E+01   
  273      7     11     19     23   -0.1281430985E+01   
  274      8     12     20     24   -0.1475715599E+01   
